题名,摘要,关键词,发表年份,作者,单位,文献来源,中图分类号
医学院校计算机教学改革探讨," 分析高等医学院校计算机教学的现状与问题,提出其教学改革新思路,即教学内容优化更新,教学课程体系调整,教学方法改革,加强师资队伍建设,提高学生素养。",医学;;计算机教学;;教学改革;,2010/9/20,马卓赛,哈尔滨医科大学计算机教研室,医学信息学杂志,R-4
卫生部临床路径管理试点工作办公室成立," &lt;正&gt;为贯彻落实国务院办公厅《医药卫生体制五项重点改革2009年工作安排》和《医药卫生体制五项重点改革2010年度主要工作安排》等文件精神,规范临床医疗行为,提高医疗质量和保证医疗安全,卫",,2010/9/20,,无单位信息,医学信息学杂志,R-2
基于RFID技术的医院无线护理系统设计及其应用," 分析医院对无线护理系统的需求,从系统构架、整体功能两方面介绍基于RFID技术的应用系统的设计,指出应用此系统可推进电子病历的移动应用、减少医疗差错、提高工作效率与服务质量。",无线局域网;;EDA;;移动护理系统;,2010/9/20,黄文财;高昭昇,1.广州市卫生信息中心;2.广州市第一人民医院科教信息科,医学信息学杂志,R47
基于支持向量机的骨肉瘤X线图像中病变区域的自动识别研究," 采用骨肉瘤X线图像中病变区域的颜色特征和基于灰度共生矩阵的纹理特征作为特征向量,研究利用支持向量机算法对骨肉瘤病变区域的自动识别方法,结果充分表明支持向量机良好的分类能力。",支持向量机;;灰度共生矩阵;;骨肉瘤;;自动识别;,2010/9/20,李超峰;刘燕;胡珊;何荣,1.中山大学附属肿瘤医院信息科;2.中山大学基础医学院生物医学工程系,医学信息学杂志,R738.1
SNOMED CT在临床路径中应用探讨," 介绍医学系统命名法——临床术语(Systematized Nomenclature of Medicine-Clinical Terms,SNOMED CT)的历史发展、内容及应用情况,阐述临床路径的作用与实施原则,深入分析在临床路径中使用SNOMED CT的可能性、具体实施方法和重要意义。标准化术语的支持有利于推动临床路径的合理化调整与推广实施。",SNOMED CT;;临床路径;;电子病历;;术语标准化;,2010/9/20,周晓音,江苏先联信息系统有限公司,医学信息学杂志,R814.42
国防医学信息工作创新发展的战略思考," 论述国防医学信息工作的发展现状、当前面临的机遇与挑战,并从创新理念、改善管理,适应需求、强化能力,突出重点、优化资源配置,注重交流、加强合作,深化教育、队伍建设5个方面提出国防医学信息工作创新发展的初步设想。",国防医学信息;;信息服务;;创新发展;,2010/9/20,李炳汝;王军红;李长芹,1.济南军区医学科技情报研究中心;2.军事医学科学院卫生勤务与医学情报研究所,医学信息学杂志,R82
ISI Web of Science在科研中的应用," 介绍ISI Web of Science的特点,详细描述其在科研中的应用,包括被引文献检索、一般检索、定题服务、引文跟踪、参考文献管理等,指出应用该工具可加强科研人员信息获取能力,从而更有效地开展科研工作。",Web of Science;;科研;;应用;,2010/9/20,杨丽静;沈林;徐宇文;张国素,浙江省杭州市医学情报中心,医学信息学杂志,TP393.09
基于Cyber-Integrator语义平台的临床路径工作流管理方法研究," 介绍一种基于Cyber-Integrator(CI)语义平台的临床路径(CP)工作流管理方法。阐明国内外语义技术在临床路径应用的成功案例,指出CP语义描述的可行性与不足,深入探讨如何利用CI语义平台来对CP工作流进行管理,包括描述、执行和控制等,说明此方法局限性并提出进一步研究方向。",临床路径;;语义技术;;Cyber-Integrator;;RDF;;OWL;,2010/9/20,俞思伟;姜赢;董慧,1.武汉大学中南医院;2.武汉大学信息资源研究中心,医学信息学杂志,R197.324
城市未来馆中医机器人:曾上火星将入百姓家," &lt;正&gt;上海世博会城市未来馆有台""中医机器人"",它能像老中医一样望、闻、问、切。在公众参与馆举行的""相约名人堂——与院士一起看世博""活动中,上海中医药大学校长、市科协副主席陈凯先院士透露,这种中医四诊仪不仅在世博展示,还正参与""火星500""计划,伴随包括中国人在内的多国航天员封闭模拟500多天的火星之旅,并已从舱内发回航天员健康数据。今后,这一标准化、现代化的中医诊断设备还将飞入寻常百姓家。中医四诊仪堪称""机器人医生"",能模拟""望闻问切""四诊方式,采集舌象、面象、脉象,并按照标准流程向患者",,2010/9/20,,无单位信息,医学信息学杂志,TP242.3
以临床路径管理为核心的电子病历应用改进策略," 临床路径的成功应用需要相应的信息化基础,结合临床路径管理具体案例,介绍对临床信息系统不断改进的过程和以临床路径为核心的临床信息化建设方法。指出使用信息技术不断满足临床医疗需求、对软件不断改进是实现临床路径信息化的关键。在不断改进医疗业务流程的基础上,提出以临床路径管理为核心的电子病历改进策略。",临床路径管理;;信息系统;;流程分析;;界面设计;,2010/9/20,郑西川;范理宏;谭申生,上海交通大学附属第六人民医院,医学信息学杂志,R197.324
高校图书馆多校区网络安全防御体系的构建," 从多校区图书馆网络现状入手,分析多校区图书馆网络存在的安全隐患和影响网络安全的主要因素,从网络安全技术应用、网络安全管理制度建立两方面,论述多校区图书馆网络安全防御体系的构建。",多校区图书馆;;网络安全;;安全防御;,2010/9/20,王春梅;孔繁之,1.济宁医学院图书馆;2.济宁医学院信息工程学院,医学信息学杂志,G258.6
RFID技术在数字化图书馆中的应用," 介绍RFID技术的含义、工作原理及其在国内外图书馆的发展应用,阐明RFID系统构成及与传统自动化管理系统相比的优势,并对RFID技术在图书馆应用的前景和在国内图书馆推广使用中的瓶颈进行分析和探讨。",RFID技术;;数字化图书馆;;应用;,2010/9/20,石丹,牡丹江医学院图书馆,医学信息学杂志,G250.76
基于DSpace系统的特色数据库建设实践," 在深入介绍DSpace系统的框架、安装过程和应用软件基础上,结合牡丹江医学院图书馆实践,阐述影像学特色数据库平台的搭建,包括存储文献类型、具体建库步骤,并对系统定制和数据库管理进行探讨。",特色数据库;;DSpace;;标准化;,2010/9/20,金松根;孙常丽;王琳琳,牡丹江医学院图书馆,医学信息学杂志,G250.74
医药卫生科技查新报告的循证分析," 从循证角度对300例查新报告进行统计,对循证医学在医药卫生科技查新中应用现状及存在的问题进行分析,认为医药卫生科技查新应从文献鉴证转变为循证鉴证,并提出尽快购置适合查新机构的循证医学数据库,对查新人员进行循证医学方面的培训,提高查新人员的外语水平等建议。",医药卫生;;科技查新;;循证查新;,2010/9/20,何炜;胡德华;陈玺,杭州市医学情报中心,医学信息学杂志,G252
近5年浙江省医药卫生科技查新项目分析," 通过对浙江省医学情报研究所2005-2009年医药卫生科技查新项目的类型及要求、地区分布、委托单位分布、学科分布等方面进行统计分析,评估浙江省医药卫生科研状况和动态,为完善浙江省医药卫生科研管理和加强情报所建设提供一定依据。",浙江省;;医药卫生;;科技查新;,2010/9/20,张嬿;杜娟;胡天天,浙江省医学科学院医学情报研究所,医学信息学杂志,G252
基于内容分析法的乳腺癌研究热点分析," 应用内容分析法对乳腺癌研究热点进行分析,通过Web of Science平台的文献分析功能,确定2005-2009年乳腺癌领域高影响力的国家、机构和作者,对其所发表的被引频次最高的论文及领域内被引频次最高的论文进行内容分析与主题统计,确定近年来乳腺癌研究热点。",内容分析法;;引文分析;;乳腺癌;,2010/9/20,张惠荣;姜玉梅;宋丽萍,1.天津医科大学附属肿瘤医院图书馆;2.天津师范大学管理学院,医学信息学杂志,G353.1
医学图书馆外文生物医学文献资源整合与利用探究," 就图书馆资源整合现有模式的优劣进行分析,认为依托PubMed数据源进行医学图书馆外文生物医学文献资源的整合是实现统一平台、一次检索、一站式服务的最佳模式。并就解放军医学图书馆在整合本馆资源创建""馆藏核心资源库""的具体实践进行详细介绍。",资源整合;;PubMed;;跨库检索;;元数据整合;,2010/9/20,王国庆;黄文;路莹;董秋生,解放军医学图书馆,医学信息学杂志,G258.5;G253
中国医学科学院/北京协和医学院图书馆图书资源建设研究与实践," 网络环境下医学信息资源建设仍然是医学图书馆建设的重要内容。中国医学科学院/北京协和医学院图书馆在理论上探讨信息资源建设策略,确立以人为本,以满足用户信息需求并以资源得到有效利用为根本目标。在实践中,以理论为指导,规范信息资源建设流程,加强团队协作,拓展资源采集渠道,促进资源建设的可持续发展。",医学图书馆;;信息资源建设;;图书资源;,2010/9/20,阮学平;黎彬;金晶;高原;葛红梅,中国医学科学院医学信息研究所/图书馆,医学信息学杂志,G258.5
风讯网站内容管理系统在数字化图书馆网站中的应用," 介绍网站内容管理系统的概念,阐述风讯dotNETCMSv1.0版本网站内容管理软件在数字化图书馆网站的应用,以及创建数字化图书馆网站的关键步骤,总结利用风讯网站内容管理系统创建数字化图书馆网站的优点。",风讯;;内容管理系统;;图书馆网站;;信息服务;,2010/9/20,宋欣;金松根;闫磊;李金梅,1.牡丹江医学院图书馆;2.牡丹江医学院组胚教研室;3.哈尔滨医科大学网络中心,医学信息学杂志,G250.7
